review,rating
sory telat kasih ulasn nya...brg jg telat dtgnya....packing sih rapih cm karna benda cair kli y jd ada sedikit bocor....,4
"pengiriman cepat,paking rapih,semoga hasilnya memuaskan,buat bang kurir udh langganan terimakasih semuanya.",5
"Maaf hanya ingin klarifikasi,,,
Awalnya saya sempet kecewa dengan hasil yang kurang memuaskan,,,,
Mungkin waktu itu saya trllu emosi karna saya sdh sangat kecapean,,,
Tp ke esokan hari nya saya coba lg dngan hati yg penuh happy,,,dan akhirnya saya mendapatkan hasil yg saya inginkan,,,
Saya mendapatkan hasil yg sangat memuaskan,,,,
Makasi bangt dan saya minta maap krna saya sempet emosi,,, ",5
"barang udh nyampe,, real pict kemasan rapi ☺udh di praktekan mantull 👍bersih Kinclong cuma belum semua ya termasuk keramik tembok.. Terima kasih ttopron & lazada😘😊 rekomendasi ",5
barang sesuai pengiriman cepat trimakasih ya.. ,5
"makasihhhh banyakkkk....pesanan sampainya cepet
begitu datang langsung eksekusi dong....
dan hasilnya memuaskannnnn
closetnya kaya baru lagiiiii
🙏🙏🤗🤗🤗",5
mantap bangetttt ne produk..stlah d coba wow ampuh  bner. hrus bli lagi ne klu dah abis 😊. d rekomendasikan bgt ne toko beserta produk nya. sangat ampuh ngilangin kerak dan kotoran d kmr mandi. toppppppp bangetttt. klu bintangnya da10. sya kasih 10. sukses terus lazada and tokonya yg amanah. ,5
"packingnya rapih, datengnya juga cepet. Barangnya bagus jugaa👌",4
"allhamdulilah,paket sdh AQ trima..sesuai dengan pesanan,trimakasih untuk seller dan mas kurir 🙏",5
maaf baru ulas ....udah di pake sangat baguss.... kmr mandi.ku jadi.kinclong .....sangat bersih kerak kerak ilang.....wc nya pun kaya baru lagi ....ok.trimssss tuk.semua nya..👍👍👍👍👍,5
"paketnya dah sampe, produknya mantul, bener2 gak nyangka kerak yang nempel bisa bersih kaya baru, gak perlu nunggu lama buat bersihin",5
"blm dicoba, smoga berfungsi sbgaimana mestinya y😁udah dicoba,n memang ampuh kerak2 lantai kamar mandi pada luntur, mantaps thanks seller n lazada",5
"saya udah coba dan ini bagus bgtd hasilmya...
seller ramah.

kurir ramah dan udah langganan kurirnya..hehe
mksh lazada...
mksh untuk sellernya juga smoga suxes...",5
"asli ngc mengecewakan baru pertama order dan hasil nya memuaskan bikin kamar mandi bersih seperti baru lgi,  Thank you lazada ",5
"pesanan udah sampai dan lebih cepat dari tanggal estimasi, trims lazada, barang belum dicoba semoga sesuai dengan yg diharapkan.",5
"memang top hasilnya, lngsg kinclong..walaupun hrs di ulang2 prosesnya,tp lngsg bersih...cm permukaan closet jd agak kasar dikit..tp gapapa lahh...puassss kok hasilnya,thanks lazada",5
"Alhamdulillah paket udh diterima,,packingan rapi,,tpi lum di coba,,moga sesuai dgan detail produk yg aqu baca,,kurir ramah,,pemgiriman cepat,,mksh Lazada n sellerx👍👍👍",5
"brg sudah sampe maaf br kasih ulasan 😁. mksh lazada, makasih tokonya yg past respon bgt, mksh juga Abang kurir nya yg tiap hr anter brg sy 🙏😁. ne orderan yg ke 3, langsung pesan dua buat stok 😁. kualitas produk ini sudah pasti top top top Tidak d ragukan lgi pokoknya 😘😍",5
"makasih paket nya mendarat dengan aman,maaf baru kasih ulasan karna saya ingin coba dlu ternyata ko bagusan merek yng di jual di Alfa sama indo ga ada efek nya kerak masih ada",5
"Barang sampai dengan baik.Pengiriman cepat.Pesan sore,besok sorenya sudah sampai.Belum dicoba,mudah-mudahan berfungsi dengan baik",5
"Packing rapi, ada tambahan buble wrap nya juga padahal gak request.. Terimakasih.. Semoga next bisa order lagi ya.. ",4
paket sdh mendarat dan sesuai pesanan thank you to lazada and seller packing rapih dan kurir pun ramah thanks to kurir ,5
"paket Topron orderan ke 3 kli nya sudah mendarat lagi....  puas bgt sm hasil nya mkasih lazada, Reseler& bang kiri  nya",5
"pokoke top dech sesuai nama nya,kloset d rmh jd kinclong dan g perlu extra tenaga buat bersiin nya👍",5
"Brang y udh nympe, packing y rapih tpi ad yg tumpah mgkin karna dibanting kali yaa.. Tpi gak ap""laah mdh""an bisa ngebersihin kmar mandi saya. Kurir y ramah dan mksoh lazada dan seller.. ",5
"hasilnya bagus lantai bersih dari krak
pengriman lumayanbceoat kurir baik 
makasih lazada tokonya dan ninja ",5
"terimakasih untuk Lazada dan sellernya: Sido makmur paket sudah saya terima packiing aman
terimakasih untuk kurirnya yg sudah mengantarkan paket",5
Makasih barang pesenan saya sdh saya terima dengan baik packing rapi dan aman .. Semoga ampuh buat bersihin kerak kamar mandinya. Karena mau dibawa ke pondokan anak saya. Makasih lazada dan seller.,5
Alhamdulillah brg sampe dgn selamat dan rapi bgt lg. Walaupun dtgnya hbs maghrib. Semoga ampuh ya. Dan buat abang kurir makasih udah langganan. ,5
"Luarrr biasahhh...
TOP BGT...
Saya dah pake berbagai merk,tp baru kali ini toilet bisa sebersih ini...
Trimakasih seller,semoga selalu amanah...
Pengiriman OK,Kurir dah biasa...
Trim's for All...",5
"alhamdulilah setelah gonta ganti merk akhirnya hilang jg kerak hitam wc dikontrakan krn joroknya dulu yg ngontrak ga pernah bersihin 

terimakasih topron dan lazada
",5
maaf baru ngash ulasan . barang dh nyamp dan udah saya coba . obat ny mantul bos kramik yg bekas pof bungga berkerak ilang .maksh seller lazada jug kurir .sukses ters buat kalian👍👍👍👍👍👍,5
"barang dateng dengan selamat... sesuai dengan foto.. pengiriman jg cepat packing rapi belom dicoba seh... tp smoga gk mengecewakan... pokoknya lazada emang oke...👌👌
",5
brg sudah dtg dgn selamat dan mau saya cb dulu smg bs mengatadi kmr mndi saya..buat mas kurirnya udh langganan,5
"Alhamdulillah barangnya sudah sampai 2 hari yg lalu,bagus banget cairannya n noda2 di kamar mandi jadi  hilang. thanks lazada",5
"Slalu lnggann disini dgn topron y udh 3x order tdk prnh mngecewakn,sukses slalu...saran ja klu bisa di kasih tulisn Jgn di banding biar jga"" tkt y pecah",5
"lumayan lah bisa agak bersih cmn yg noda hitam nya susah lekang bgt susah hilang trima kasih lazada
",5
"Alhamdulillah... pesanan sudah sampai sesuai gambar dan pengiriman super cepat kurang dari 20 jam dari pembayaran dari sekuan kali belanja di lazada baru ini cepat benar sampai dan kurir juga baik
recommanded lah klo udah habis beli lagi dah disini.
trmksh seller, lazada n kurirnya mantul",5
"bagus.baru sekali pake kerak kamar mandi pd luntur,tp sprtiny hrs berkali² pemakaian untk hasil yg kinclong😊😊terimaksh lzada dan kurirny baik😊
",5
"top.markotop  hasilnya kinclong, tp gak sempet fotoin  ini lg otw. kurir ramh bgt udh langgban. kemasan juga ok. nanti mo pesen lg ah......... pokokntnya rekomended deh",5
blnja lebih mudah harga murah packing jg aman..slalu beli.d sini..lupa ni yg kebrapa beliny...hihi..makasiiiii seller n lazada n pak kurir,5
"barang bagus... pengiriman cepat...maaf ya gan baru kasih ulasannya....recomended toko sama barangnya....jaga terus gan kualitas terbaik nya
",5
ini beli yg kdua klinya..g pk ribet blnjanya..makasiii seller n lazada n mas kurirny..ttp jujur prtahankan...good job,5
udah nyampe. packing rapi pake dan aman. Lumayan bersih. rekomend pokoknya. nanti kalau sudah habis mau beli lg. makasih seller makasih buat kurirnya juga😊😊😊😊😊.gambarnya lupa jepret.,5
mksh paketnya sdh dtg lgs dicoba ternyata bener...kinclong rekomend pokoknya...mksh lazada kurir langgananku,5
"barang oke, lgsung kinclong kmr mandiku. Sebel sm kurir yg satu ini klo dtg pasti jam tidur siang, ketok2 pintu nggk berhenti,padahal kurir2 yg lain klo nggk pagi ya sore, lbih enak. ",5
Bagus banget produknya ember yg kuning jdi kinclong puas banget belanja disini gk nyesel deh pokonya. pertahankan nanti mau order lg. 👍,5
Mf baru kasih ulasan.. Paket mendarat dgn baik ga ada yg lecet dikit pun. Pokonya puas deh blanja disini ga bikin kapok. ,5
memuaskan barang sesuai original.dicoba langsung rontok kuningnya.makasih semoga langganan & memuaskan.,5
the best lah bersihin kamar mandi jd lbh mudah gk nguras bnyak tenaga.. tinggal oles2 lansung bersih 👍,5
saya suka hasilnya memuaskan kloset nya jdi seperti baru lagi barangnya nyampe dengan aman makasih lazada😊,5
