review,rating
"real pict sesuai pesanan..sangat puas sekali.....terima kasih lazada,seller dan kurir....mantap pokoknya 👍👍😘😘",5
"seller komunikatif, proses cepat, barang cepat sampai. packing rapih. barang 
sesuai gambar display. pokoke mantap lah..",5
barangnya sudah sampai kak bagus banget suamiku suka sama tasnya pengirimannya juga cepet dr tgl yg dtentuin 👍,5
pesanan sudah diterima dengan baik..sesuai dengan pict.,5
"Mantaaaaap 👍👍👍👍👍
sesuai Deskripsi.Bahannya tebal kwalitas bagus
Jngn ragu klau mau beli
mkasih seller Toko Anda Amanah.bisa dipercaya
mkasih kurir pelayananmu 👍👍
juga mkasih skali buat LAZADA
⭐⭐⭐⭐⭐",5
"Maaf baru bisa nginfokan barang dah sampe makakasih buat penjual reapon nya baik dan kurir nya juga sopan peking nya juga rapi dan barang sesuai gambar 
",5
"Barang bagus. 
pengiriman sesuai estimasi,  kurir responsif, dan sangat ramah",5
"Alhamdulillah psnan perdana sngat2 memuaskan brang'a sampai tpat wkt wlpun sdh mlm tp kurir'a mengantarkan dgn baik n ramah, produk'a bgus s'suai pic . thank's bngt Lazada smga amnah truz n lncar. the best daaccchhh ",5
"Manttaapp barangnya sudah sampai, kualitas dan pengirimannya oke bangett",5
"bahan bagus berkualitas untuk ukuran handphone 6,5 bisa",5
"Barang oke sesuai pesanan,product berkualitas,trims seller & lazada.",5
barangnya ok sesuai pict ,4
paket tas hp udah nyampe bahannya ok. bagus kokoh. sayang dibelakang tasnya ada yang ga ke jahit. sedikit kecewa lah. pengiriman sesuai estimasi.,4
barang nya sama persis sama yg w punya.tp sayang waktu w beli ko mahal🤦‍♂️.tp knapa ini murah y.... ga habis pikir w. trims  seller & lazada yg sdh mengirim order sesuai pesanan smoga kalian sukses.,5
"cakep sesuai pict, packing cukuplah klw klw buat sebuah tas. barang good, kurirnya sip, matursuwun lazada, semoga berkah buat tokonya ",5
barang sudah mendarat sesuai pesanan. barang nya pun bagus gak mengecewakan trims seller dan kurir terutama buat lazada semoga jadi lebih baik lagi... ,5
"paking rapi bagus kurir ramah, barangnya lumayan .

",5
"alhamdulillah sesuai pesan an,cma warna nya aja yg beda dengn pesan anku, kurir baik dan ramah",4
barang sesuai mantull pokok nya ..tqs ,5
terimakasih barang sudah sampai mf bagian pengiriman nya untuk kurir harus di perbaharui lagi biar konsumen nyaman karena kurir nya TDK sopan  kalo mau pengiriman sore harus nya di kabari sblm smpai tempat tujuan jgn mendadak sudah sampai ga ada tlpn dari kurir malah memaksa kpd tmn sy untuk menghubungi saya harus nya kurir nya tlpn saya bukan org lain harap sebagai tugas pengiriman kalo mau kirim itu sebelum sampai tujuan hubungi saya sangat kecewa kpd kurir nya,5
"barang mantap jahitan tas rapi,kurir rama,makasih lazada sukses sellau👍👍👍👍👍",5
bagus barangnya oke.... ,5
fast respon trims seller juga deliverynya,5
mantep brang y terima kasih lazada,5
"barang dah nyampe sesuai pesanan,,,bagus barangnya,,kurir ramah,,thx toko and lazada tetap sukses",5
barang pesanan dah sampai Terima kasih seller & lazada,5
"alhamdulillah, barang susah sampai, sangat memuaskan, pengiriman cepat, kurirnya juga sangat ramah karna kurir langganan, terima kasih lazada ",5
barang sudah sampai dan barang diterima dgn baik..pokoknya joss untuk lazada..,5
"Barang baguss,, sesuai pesanan mantappp,,, 👍👍👍",5
pengiriman oke..cm 1 hari barang real ,5
mantapppppp,5
"barang nya bagus,bahan nya juga enak,mantap lah pokok nya",5
sangatt baguss otw order lagii,5
Barang bagus.. Warna nya sesuai. Pengiriman cepet bgt.. Sehari nyampe... Mantabbbbbb ,5
sesuai pesanan. tengs,5
barang udah sampai sangat puas,5
"barang bagus,, sesuai gambar",5
"sesuai gambar, top lah",5
Sesuai dengan pict nya,5
"bgs, real pict , mksh lazada & seller, kurirnya ramah bgt",5
"ok brngny,pengiriman cpt,kurirny tamak trimks lazada ",5
"ok makasih moga sukses tokonya
mantul pokonya",5
"mantap pengiriman nya capat Joss
",5
"mantap barangnya...sesuai dengan gambar dan pesanan datang lebih cepat sebelum hari yang ditentukan di aplikasi,mantap bener",5
"Barangnya bagus, koleksi yg kedua milik saya, Yg pertama warna krem, respon seller baik dan cepat barang jd cepat sampai, good seller n recommended ",5
barang bagus sesuai pesanan terima kasih utk semua pihak ,5
Barang udah nyampe di tunggu dengan slamat. ,5
"barang telah di terima dg kindisi baik, ssuai pesanan, proses cpat, terimakasih ",5
warna Dan modelnya realpict.. makasih semoga amanah selalu iya..,4
bgs bngt..trims ya..,5
"barang udh yampe prodak lumayan bagus mksh lazada
 ",5
bahan bgus cuma jahitan nya sja yg kurang rapi,4
paket rapi barang sesuai dgn gambar hanya saja pengiriman nya lambat.,5
Bagus sekali,5
"barangnya baguss, abang aku sukaaa. terimakasih",5
barang sesuai gambar dan foto ,5
"barang sudah datang, bagus , mantap",5
barang mantap,3
"sesuai bngt sama yg di foto. pokoknya best
  kurir nya ramah",5
"paket sudah sampai,di paking dgn rapi👍",5
mantap kak,5
ok mantap ,5
"ok barang sesuay gambar,bahan bagus pegiriman cepet mksih...",5
keren,5
cukup bagus,5
mantap sesuai,5
bagus..mungil..makasih..,5
Trimakasih banyak mantap,5
"alhamdulillah paketnya dtg, realpict, trimakasih😊",5
Bintang yg berbicara,5
Pengiriman barang sampai dengan selamat dan bagus ,5
Mksih lazada.brgnya bgus,5
"mantap thx lazada
kurir nya ramah",5
barang bagus 👍👍👍,5
mantul bossss,5
Sangat bagus dan memuaskan ,5
mantaapp tenan tas nya gak kecewa deh beli tas ini👍👍,5
