review,rating
"bibit nya sudah sampe,masih seger,mantep,tp imut imut kurang tinggi,tp gpp lah semoga tumbuh subur dan cepat berbuah,trimakasih lanscape,dan lazada..",5
"Alhamdulillah pohonnya sudah sampai dengan selamat dan sehat👍🏼👍🏼. Pohonnya mungil, imut-imut. Biarin aja, biar seperti bayi saya🤣. Masih saya adem-in dulu. Biar ndak shock karena perjalanan. Doakan semoga pohonnya lekas berbuah, manis dan banyak😉. Kurirnya baik - terima kasih Pak Teddy🙏.",5
ok sip mantap👍,5
"Alhamdulillah masih seger
packing rapih",5
barang ok sayang aga kecil...,4
walaupun imut tapi sampai dengan selamat masih seger swmoga tumbuh subur,5
sukurlah barang nya sampaii sesui pesanan walaupun agak kecil pohon nyg ..tp gpappa lah .yang pemting bisa idupp. makasih lazda,5
"
awalnya mau pesen ragu bgt,takutnya pas nyampe tanamannya kering atau layu gitu, tapi maksain nyoba ,trus sempet chat juga sama seller nya katanya mudah2an enggak ..
eh tadi sore barangnya dateng...pas di buka itu dilihat packing nya rapi bgt..dan lihat tanamannya masih seger2 gitu...gak kecewa sama sekali psen di rahmat landscape ini ..udah gitu dikasih bonus 😘😘😘
respon seller juga lumayan cepet ...nanti bakal pesen lagi 🙏🙏
terimakasih


",5
"paket diterima dgn baik...seger,mudah2an seterusnya ...kurirnya baik sekali..terimakasih lazada dan ninja...",5
"paket sdah trima ..packing rapih. 
pokoknya gk kecewa deh blanja disini..makasih seler nd lazada..tetap amanah..
kurir jga sangat ramah dan sopan",5
kecil bangeeet. ,5
"ok sip,,,pohon masih seger,,,packing rapi,,,muadah2an hidup,,,,,aminnnn makasih banyak seller,, goodluck....pengiriman mantabb",5
"duuuh yg 3 kok kecil2 bingit ya gk kaya yg 1 itu😥😥
bagus yg harga 17rb dah gede2 kaya yg 1 itu
kcewa😥😥",3
"kecil bener  pohonnya,g pas yg d gambar",5
paket mendarat dg selamat,5
Alhamdulillah bagus juga semoga bagus deh pohonnya👍👍,5
alhamdulilah tanamannya masih segar. terima kasih,5
"Pohonnya masih segar, mungil sesuai harapan.",5
kecil banget pohonnya,5
kpok gaajn bli du sini lgi,5
trimakasih lazada brangny udah sampe tp sayang bibitny kcil amat imut2 kyak marmut,5
"takut mati,,,, kecil bangetttt",2
Alhamdulillah pohonnya SDH sampai trima ksih seller dan lazada. kurirnya jg trima ksih.,5
mantap kecil tapi mungil trimksi lazada dan kurirnya sukses slalu,4
Bagus pohon nya sesuai permintaan. trimakasih....,5
"pengiriman lama,tak sesuai estimasi",5
"sudah diterima 
imut pohonnya.... ",5
"bibit anggur ny kering terllu kecil..
yg dulu bagus



",1
pohon kecil blm siap ,1
Alhamdulillah pesenam ku sdh dtng trima ksih.,5
"pohonya sesuai pesanan tapi pohonya kecil,semoga nanti ditanam bisa tumbuh cepat",5
trimakasih bwat lazada dan seler barangnya realpic tpi kecil gpp. trimakasih,5
bibit anggur brazil bagus mantap masih segar harga murah berkwalitas saya sangat puas cocok terimakasih lazada.,5
pakingny oke mantap,5
"barang seger, cepet sampe, cuma kecil banget, saya pikir sudah gede",5
"barang masih seger, cuma sayang kecil banget....lama kayanya untuk bisa gede",5
"barang sudah sampai, 4 pohon,
3 pohon aman, 1 pohon agak aneh.",5
pohon anggut brazil. wlpn kecil sekali tp diterima bagus daunnya segar. 👍,5
"kcillll,dah gtu br bbrp hari layu-kering.",1
yg datang keving kali poonnya👍🏻😁,5
barang nya cepet nyampainya sesui dgn pesenan,5
"Rada  kecewa pohonnya  kecil  bngt, saya  pikir  cangkokan pohonnya.",5
"Barang dah nyampe paking rapih pohon sehat daon seger, makasih moga ja idup ampe bebuah",5
"Bibit pohon anggurnya keciiil banget, semoga tumbuh subur, makasih buat abang kurirnya",3
kecil bingit,4
"Tgl 31 order, tadi tgl 9 baru sampai tapin kalsel, tanaman masih segar.. Makasihh",5
"bibitnya sih bagus,cuma besokannya daunnya layu
tapi mudahan pohonnya g ikut mati.",5
"tanamannya lebih kecil dari yg dibayangkan, subur,packing bagus",4
"paketnya udh sampai Allhamdulillah, makasih seller makasih lazada ",5
"barang mulus, semoga tumbuh sampai berbuah 

lazada ok lah😁",5
 pohonnya kecil bgt...tau pohon anggur apa bukan....SMG beneran pohon anggur Brazil ..,3
mantul.......bibit segar.. tapi kecil ..,5
"pesen 2 di kirim 1..bayarnya harga 2 lagi
",5
Ok sesuai pesanan semoga bisa tumbuh terimakasih,5
"bagus,tapi pohonnya kecil banget",4
maaf ..pohon nya udh di tanam smoga tumbuh dan berbuah. good pengirim ,5
sdh sampai. dgn slmat.  trima ksih..,5
"kemasan bagus,  daunnya masih segar",5
"packing rapi dan paket masih seger, thanks seller & lazada",5
jossss segerrr,5
barang ok,5
Mantap👍,5
good,5
mantap,5
