review,rating
sungguh memuaskan barangnya bagus warna warni dan pengirimannya cpet kurirnua juga bik dan ramah.. pokoknya lazada top banget☺👍👌,5
"barang bagus realpict,tapi sayang celananya xl nnya g muat,salah ponakan q si,masih kcl badannya gendut bgt.pokoknya tokonya udah bagus amanah",5
kecewa sy pesan bantal banyak yg datang bantal y cuma tiga,5
minta gambar princes tp yg dateng eh malah hellokitty.kwcewa dech,5
"barang sudah smpe,tp trll lama brang smpe,brang juga blum saya buka...tp trmksh brang udh di krimkan...",3
celana nya cukup di anak aku..barang bagus bgt makasih..mas kurir nya juga ramah..pengiriman cepat makasih lazada 🤟,5
"pengiriman  cepat kurirnya juga ramah.
Barang yang diterima sesuai...trim's u Lazada next in sha Allah order lagi😊",5
"paketan sudah sampai,  tapi sangat kecewa,  tdk sesuai yg d gambar,, saya pesen apa yg dkirim apa,,  mksh buat Abang kurir'a

",5
bagus realpict anak2 suka .pengiriman cepat harga lumayan murah,5
"niat beli 12 pcs knapa d kirim 24 pcs😒haduwww 2x pengiriman lg.konsentrasi gan
klu dikirimy beda gambar ga masalah 24 pcs sopia smua",3
pokonya seneng banget belanja d lazada om kurir nya jga dah langanan real pic jga mksih y seler dan jasa pengantar semoga sukses selalu ,5
sy pesan yg bergambar princes knp yg datang helokity bikin kecewa saja klu gk ada stok gk usah di kirim mba ank sy jadi gak suka,2
Tidak mengecewakan,5
Terimakasih LAZADA? 😘,5
"baguss...dikirim sesuai pesanan...
makasih banyak",5
celana ny bagus q suka 👌,5
"bagusss,, terima kasih",4
brang'x dh saya trima.. tp kecewa gmbr yg sya mnt princec knp dbksh gmbr lain,3
Lumayanlah.. barang murah tp cukup berkualitas..,5
trimksih lazadaa bagus bangett pokonyaa❤😘😘🙏🤗🤗❤😘🤗,5
pas bgt sama ank sy,5
"Bagus bgt adekku suka, kurirnya juga langganan udah langsung cus ke rumah tengkueee",5
"bagus banget celana nya,real pict bahan adem lembut .. 
next mau order lagi,",5
makasih barang nya udah nyampe sesuay dengan pesanan😊😊😊,5
"terimakasih kirimannya cepat.....cuma ada sedikit kecewa, enggak sama dengan pesanan
",5
"top markotop

",5
pngiriman  cpet.. brang sesuaii.. abang kulir nya pun ramah.. trmksh,5
celana dalam ny bahan ny kasar,4
real pick banget celana dalem nya ponakan aku juga suka banget katanya intinga the best😘😘😍😍😍,5
puas banget belanja di toko ini .amanah banget😍😍😍,5
"Paket nya udah nyampe, bhan nya bagus bnget 😊",5
bagus sesuai gambar ngga kecewa manaf lucu👍👍👍,5
nice lah pkonya bagus sesuai,5
Alhamdulillah sampe paketnya...Mksh lazada...,5
Bguss bgt pkonya. Murah lagi,5
bagus keren pokonya . maksih lazada,5
kualitas produk baik,5
"bahan bagus, anakku sukaa.. trims 🙏😊",5
"bagus👍cuma kegedan aja kirain ukuran m kecil tau nya gede,,hehe",5
"Alhamdulillah barangnya bagus,pas juga di pake",5
Bagus baget relpicnya bagus ,5
👍👍👍👍👍👍,5
oke mntf,5
bagus,5
mayanlah,5
ok lah,5
mantullll,5
mantulll,5
realpic,5
"Bagus, cm ada dua celana yg kotor, Entah kenapa",4
mantul,5
