review,rating
ok lah sesuai pesanan...kirain siap nyala...ngga tau nya harus beli baterai lagi....gpp lah....ok,4
"barang sesuai dan bagus,semua berfungsi dengan baik. thanks kurir dan lazada.",5
barang real pick 👍 tapi gak bisa di zoom ni.. ,4
"terimakasih untuk seller nya, barangnya sudah sampai dan bagus.
terimakasih juga untuk lazada. 👍",5
ga seseuai yg digambar....,1
kk mksh barang saya udh trima mantap,5
"barang udah nympe.....tapi sayang kecil bngtt gk sesuai deskripsi
",5
"ominion senter.... oke semoga berfungsi oke
",5
Sampai hari ini lebih cepat...!!!,4
"barang mantul ....meskipun senter kecil juga..
tpi lumayan lah harga segitu MH. apalagi sinarled nya jauh..ma kasih lazada...ma kuriernya...",5
barang y mantul. cuma koreksi dikit knp kg sm battey y. hrs y lengkap dong. mohon jgn di ulangi lg yg ud dikoreksi saya it aj trm ksh,5
aga kecil yah. kirain bisa di dekat jauhkan lensanya + pengiriman lumayan aga lama. jadi bintang tiga saja ya. sesuai ama kekurangannya. makasih,3
barang ngak sesui pesanan katanyah anti air tapi pas di rendam air di masuki air ukuranyah sangat kecil ngak sesuai lah dengan foto dan satu lagi barang ngak bisa di kembalikan,1
"barng nya si bagua tpi knp lensa nya lecet dan kuga dlm nya kotor sama kardusnya pas di bula udh bungkusan nya kardus nya udh hancul duluan 
tapi gpp ",5
👍,5
"barang Sudah diterima. 
dan barang oke",5
Alhamdulillah ...paket sdh sampai.sip gan 👍,5
mks barang nya bagus,5
gk d kasihh batre nya..,5
sy kira senter y besar ternyata kecil..aga k kecewa.,5
kirain barangnya gede,5
"ok trimksih lazada....end abnk kurirya
",5
"Senter udah sampe tpi blm saya cbo, mksih pak kurir n lazada",5
bagus dan normal lampunya,4
Alhamdulillah barang ya dah sampai tp ko kecil yahhh,5
"ini batu batre nya kaya gmana ya, kirain teh udah ada batu batre nya 🤔",5
ok barang nya,5
Kurang memuaskan barang tidak sesuai pesanan,3
barang sesuai pesanan. paking kurang baik paketan sudah sobek untung ga jatuh barang nya.,5
"waduh sentere kecil bgt,sejempol kakiku😇😇😇",5
alamdullilah bags.. ,4
kirain besar eh tau nya kecill tapi mantap lh,5
"barang bagus. nyala


",5
"Barangnya imut,bagus lah lumayan..next order lg,kurir ramah..thx lazada👍🏻",5
sangat kecewa masa dikirim yg rusak pas di pasang baterai y gak bakal hdp.,1
Makasih lazada,5
Kirain besar Kcil imut imut nich ukuran baterainya.brp y.,3
ya lumayan terang,5
lumayan bgus tp sayang ga ad batreny,3
saya kira besar ternyata kecil banget ,5
sesuai harga ,5
"barangnya kecil ternyata,,, tp pengiriman cepat, kurir ramah krn sdh langganan",4
"barang ny tdk sesuai barang jelek kurang memuaskan sangat lah kecewa
",1
"Barang sesuai dengan gambar.makasi buat Seller, lazada dan mas kurir nya. ",5
"Barangnya bgus,cuma pengirimannya aga lama",5
kurang terang senternya,3
"Cakep ,,,👍",5
Barang nya jelek,1
Barang diterima sesuai gmbr,5
barung berfungsi dengan baik bagus,5
"Sangat kecewa lah,",5
bagus tp kecil ane kira gede,5
"mantab
",5
mantap,5
Mantaplll,5
oke punya,5
"bagus
",5
"good
",5
mayan,3
mantul... ,5
👍,5
"barang bagus mantap
",5
bagus ,5
mantap,5
good,5
