review,rating
"barang ok sesuai harga. ngepas untuk remaja
pengiriman lama lewat dari estimasi
ada tas u/ wadah nya juga model ok 
cukup puas... thanks",5
"alhamdulillah pesenan sdh sampe cepet pengirimannya,real pict..selalu puas belanja di lazada.kurirnya jg ramah udh langganan.untuk tokonya semoga selalu amanah y...",5
Alhamdulillah paketan nya nympe dengan cepat enak juga di pakai nya . intinya puas bngt deh kurir nya juga ramah buangt .. trma kash Kaka trma kash lazada😊,5
"alhamdulilah paket nyh udh nyampe..
pengiriman nyh cepat da kurir nyh juga ramh.
  makasih buat lazada
",5
sesuai pesanan barang bagus planggan q suka wlw pengirimannya lumayan lama sampai 2 mingguan pokonya okelah,5
mukena y bagus...mksh lazada,5
mukena nya lumayan bagus. terima kasih ya lazada. ,5
orderan yang ke 3 alhamdulillah amanah respon nya baik terimakasih ,1
makash kak barang nya baru sampai makash jg buat bang kurir yg sllu tpt waktu 👍👍👍👍👍,5
Alhmdllh..mukena x bagus kurir x ramah..mksh lazada,5
real pic mukenanya... makasih seller n lazada. ,5
"barang bagus nih,,, ga nyesel belinya, sesuai lah harga sgitu... ",4
barang nya bagus harga murah banget v barang nya ok pedagang ramah pengiriman cepat,5
"Trma ksh lazada,brang na udh d trma dngan baik,bhan na bgus gx mngecewkan,abg kurir na jg baik & ramah,sukses sllu lazada",5
"Pengirimannya cepet, kurir ramah.... Barangnya lumayan bagus, terima kasih semuanya, jangan ragu belanja disini😊😊😊",5
"lumayan lh dengan harga segitu kain nya jga panas klok di pakai.. tpi gpp deh yg pntg bisa untuk sholat.. 
",3
barangnya bagus pengirimanya cepat dan sesuai digambar...kurirnya juga ramah...tingkatkan terus pelayananya,5
"Alhamdullillah...mukenanya ud nyampe, bagus sesuai harga...trims tuk seller n kurirnya...Lazada jg😘",5
sangattt kecewa banget... udah mh lamaaaaa pengirimannya... mukena nya pendek sebelah. kasihan ade saya.. kalo boleh tuker saya berani nambahin uangnya lagi..,5
Makasih kakak seller mukenanya udah sampai sesuai pesanan terus bahannya juga lumayan bagus sesuai dengan harga yang segitu nggak terlalu lama juga sih sampainya terus kurirnya Ramah recommended banget lah.. Makasih ya kak thanks Lazada,5
"Bagus telekungnya..
Udh banyak belanja dilazada puas banget",5
"bagus, sesuai dengan fto ",5
"mantap betul sesuai pict😚pengiriman cepat sekali🤗
maksih seller+bapak kurir yah😊",5
Makasih lazada paket nya udah sampai barang bagus pengiriman nya cepat,5
Kurir ramah pengemasan rapi dan cepat mksh lazada n seller,4
thanks lazada..real pict,5
bagus mukena ny,5
sudah datang sesuai pesanan .. makasih ,5
lumayan bagus.. trmksh laz.. ,5
