review,rating
"Alhamdulillah paket nya udh sampai,
kemasan rapi, bagus, warna jelas, isi lengkap.
kurir nya x ini ramah dan baik, mau antar sampai dpn rumah.
Terimakasih lazada, sukses terus bual olshop nya.👍👍👍",5
"soft book nya bagus bgt, real pict anak.aku syukaaa bggt",5
baguss...  anak q sukaaaa,4
"alhamdulillah c kembar suka,kemasan rapih dan buku bantalnya tidak rusak... jazakillah khoiran,toko ini amanah ",5
"Alhamdulillah barang udah nyampe.
barang bagus sesui dengan gambar,,pengmasan barang cukup rapih,
gn,kurirnya pun ramah.
makasih lazada🙏🙏",5
sukaaaaaaaa,5
Verry good👍,5
Alhamdulilah sesuai dengan pesanan,5
👍👍👍👍👍,5
"kirain besar ternyata kecil.....
",3
"Best pokonya
Thanks",5
"bagus anak sya suka
",5
"Kualitas bagus pengiriman cepat
Top lah keren",5
goood bgttt...,5
"buku sdh smpai..
bagus..
mkasih..",5
"bagus bgt smoga bermanfaat untuk anak saya cayoe 
belajar sampai bisa ",5
sip,5
