review,rating
"Alhamdulillah barang mendarat dg selamat dpt bonus kartu perdana dan voucher internet mantep terimakasih 
",4
"realpict😉 baguss bagets pkoknya. bonusnya mntepp. di cek semua ram aman
",5
Hp yg keren dan mantap,5
keren hp nya berfungsi dgn baik 👍👍👍👌👌👌👌💖💖💖💖Ade saya suka seneng bgt hp nya udh Dateng makasih seller .. lazada ...dan kurir JNE nya yg biasa..🙏🙏🙏,5
"respin cepat,pesanan sampai pada waktu..pokoknya amat sangat memuaskan lah..bravo",5
"mantap hp nya sesuai pesanan, cepet sampainya dan murmer terima pelapak dan lazada",5
"paket sudah diterima dgn aman,,respon penjual cepat,,makasih tuk smua,,.",5
Uuuhuyy woke lahhh mksh buat smua nya,5
"alhamdulillah...hp nya mantap...pengiriman cepat...dan aman paketan nya...mudahan awet2 aja
amin...makasih....",5
"Bgus keren hp nya.. berfungsi dgn baik.
Maaf bru ksh ulasan y. Pkonya top deh",5
"thanks seller,barang sampai dengan baik.kondisi mantull thanks lazada..
",5
sesuai pesanan,5
"Bagus, barang tidak ada masalah",5
"semua ok,cm koq ga bisa buat nelp biasa ya?",3
mantap tidak kecewa,5
Sangat puas mksh tuk smuanya...,5
"makasih buat semua nya,hpnya lumayan bagus
",5
"hp mendarat dengan selamat. jozz
",5
"hp oke baguss
tapi ko kouta nya ga adaan ya.
disitu 360 gb tapi malh 29mb🙄😏",4
Mntap.... Terima kasih 🙏🏻 ,5
barang datang dgn selamat mantap,5
Alhamdulillaah.. perfect...!! trims all...,5
Alhamdulillah barang dah samapi bagus sesuai dgn di gambar...,5
"ori,,mantap anjay
",5
Barang lancar gan... sukses terus ,5
"mantap
mulai dari respon
pengiriman
dan barnganya ori
sangat memuaskan",5
hp bagus dan berfungsi dngn baik,5
"terimakasih lazada hp keren, anaku senang",5
