review,rating
"Barang cepet banget sampai nya padahal katanya datang tgl 15 eh tgl 12 udah dtng😍 Barang realpict sesuai gambar, suka banget sama model nya, abang kurir nya juga baik banget, makasih lazada gx kecewa belanja di tokoh ini❤☺",5
ChaNteekk kak antingnya..nuhunn😁,5
"Barang sesuai di gambar,,sy sukaaa,,gak nyesel,abang nya ramah,,makasih lazada 👍",5
sukaaaa bagus bgt ,5
antingnya bagus di ksh bintang 5 sy suka bg kurirnya udh langganan 👍,5
trnyata antingnya gede jg tp okelah,3
I likeeeeeee good,5
Bagus sih ...cuma bulu benangnya Ada yg copot dikit...Thank you ya,4
Sesuai digambar,5
Bagus. Kurir nya ramah. Thanks ya kurir. ,5
lumatan lah.. cuma klw di toko aku itu hrga 10 rb. tpi gpp lah mncoba,5
