review,rating
"Barangnya mendarat dengan selamat,, barang sesuai yg dipesan, mantap respon penjualnya,, 
Kalau kurirnya emang langganan,, sukses selalu untuk kita semua",5
"pesanan barang pecah...tidak bisa saya gunakan parfumnya



#semoga bisa lebih baik lagi",1
"paketan sdh di terima dgn sangat baik,packing rapih dan msh segel(bubble wrap)real pic botolnya dan wangi nya suka sangat ori,dan dapat bonus jg masker..
semoga jd langganan setia
terima kasih buat abang kurir,lazada dan toko yg jual succes good job for all",5
"alhamdulillah barang mendarat dengan selamat 😍 untuk packing sangat"" rapih , mantul abis pokoknya , barang tidak mengecewakan 👍👍 sesuai gambar & wangi parfum sangat keren 😎",5
"alhamdulillah barang di terima dengan baik.. sangat sesuai dengan barang yg saya pesan.. dan real foto nya.. bonus masker wajah lagi..packing sangat aman.. jadi gak pecah.. gratis bubble tanpa harus bayar lagi☺☺☺☺ 
sukses terus ya.. jadi penjual amanah",5
barangy dh smpe wamgi bgt tahan lama seharian  di cucipun bajunya masih wangi real pict  saya suka tingktkn terus kurirmy udha langgnan mksh ,5
"paketnya dah sampe dri kmren siang sih, cma bru skrg ngasih ulasan krn mau tes ktahanan lma parfumnya pas dipke.. Soal packingnya rapi, pke bubblewrap +plastik, trs durasi pengirimannya lmayan lma tpi maklum lah kn COD jg, trs soal ktahanan prfumnya sendiri bntr doang, cma 3-4 jam tpi klo di endus2 di yg kita smprotin parfumnya, msih kcium aj sih harumnya.. But thank you seller",5
mantapzzzzz 👍🏽👍🏽👍🏽👍🏽👍🏽,5
"mantap, hadiah buat mantan gw🥰😆",5
"wanginyaaa enaakkk...nyaris kyk yg ori..mantuuulll
",5
makasihhh banyak!!,5
"Alhamdulilah paket sdh dtng pakingnya rapi ,sesuai diskrip terimakasih juga hadiahnya terimakasih lazada & seller",5
pesanan udah sampe ..packingnya safety bgt..dan yg penting wanginya...sangat mirip dg aslinya dan tahan lama...terima kasih lazada,5
"harum tapi tidak tahan lama saya lebih suka yg Extrait dari pd yg EDP..

next aku beli lagi lah..
sesuai kantong hahah",5
"suka banget sama toko nya.. ramah, respon cepat, pesanan juga di packing sangat safety.. bubble tebal pake box dus lagi.. dapat bonus juga lagi😂😍
parfum nya juga awet mantul.. seharian masih berasa di pakaian..
sukses terus min.. pertahankan",5
alhmdulillh pesanan sudh dtg suka bgt dengan wanginya kemasannya pun double pokoknya gk nyesel dh beli produk nh.kurirnya pun sudh langganan aku.thanks lazada juga mas kurirnya.,5
dimari aje.. sempat ragu disini tapi penjuall nya amanah.. jual sesuai deskirpsi dan gambar nya juga sesuai dengan barang nya.. tks bos,5
beli 2 bagus ke 2 nya good.. next pasti belanja lagi disini.. pelayanan nya bagus.. pengiriman nya cepat.. respon nya ramah,5
beli 2 bagus ke 2 nya good.. next pasti belanja lagi disini.. pelayanan nya bagus.. pengiriman nya cepat.. respon nya ramah,5
parfum nya bagus.. botol sesuai dengan gambar nya aroma nya lembut kalem gitu.. gak nyesal belanja disini.. next order lagi,5
Bagus sesuai dan terima kasih...👌,5
wangi enak,5
👍,5
Kemasan bagus bau nya harum,5
Packaging rapi.. aman sampai tujuan... ,5
wangi 2 jam udh pudar,5
wanginya enak ,5
wanginya kok bsa sama y sama body lotion yang bru nyampe jg😊,5
barangny ok bgt wanginya yaa lumayan lah,5
good wangi nya pas untuk berpergian,5
mantappppppppppppppp,5
"parfum nya harum ,mantap",5
"barang mendarat dengan selamat, bau nya enak, nice... 
",5
wangi lumyan,5
mantul banget gessss 💃💃💃,5
"packing good..... aroma lumayanlah
",4
thanks wanginya enak bngt baru kali ini gua beli farfum di online wanginya enak ,5
"sangat memuaskan aromanya juga mantap
",5
barang bagus ,5
"terima kasih bro
barang nya mantul.. wangi tahan lama..",5
kemasan rapih,5
woowww....amazing wanginya luar biasa awet wanginya than lama👍👍,5
😍😍😍😍😍😍,5
enggak pernah ngecewain belanja di lazada,5
wenaaakkkk aroma nya,5
weeeeennnnaaakkk bngt aroma nya saya suka.. next beli lagi nih.,5
top top top deh,5
mantap sekali,5
kerenn,4
bagusss,5
good,5
mantap,5
mantap,5
😍,5
