review,rating
"sesuai jadwal paking rapi masih tersegl, berfungsi dengan baik, cuman sayang di chat pesen wrn rainbow kt'nya ok ready, pas datang wrn merah, untuk ke depannya tolong di kondisikan dengan pesanan pelanggan, kalau ga ada setok yg di minta kasih tau dulu jgn asal kirim. thank",3
ini barang ko di jual kak kan rusak saya gak bisa pake baru ajjh blie ko gak memuaskan pingiriman bagus rapih pokony pengiriman mantap cuman barang ny gak memuaskan gimna klw kaya gimna bisa di klim gak...,1
"Cepet sih respon dan pengiriman barangnya. btw, unboxingnya nunggu user sy yg komen kpd sy nih... sejauh ini blm ada komentar sih",4
"Barangnya lebih buruk dari yang clone, barangnya rusak tidak bisa di gunakan bahkan tidak mengeluarkan asap sedikit pun padahan sudah ada liquid",1
"Kecewain bget... Beli 2 vape, warna putih sm merah, yg putih ny se iy ok bget, yg merah ny sm sxli g bs d pake, d chas pun ttp ajj g penuh², d tambah g bs d return lg, ampun dah, 😡",5
"parah barang gak bisa dipake dikirim , tolong kembalikan uang saya atau ganti dengan barang yang bisa dipakai..",1
barang diterima jauh lebih awal dari estimasi...puas. barang blum dicoba karena ulasan ditulis langsung saat barang diterima...mudah²an gk ngecewain...,5
liquid kosong penjual nya juga respon nya lama,2
sesuai pesanan,4
barang rusak,1
Lumayan lah.. walaupun cartridge bocor.. tapi Udeh ane perbaiki.sukses buat lazada and toko,3
MANTUL .Pelayanan & pengiriman cepat. Trimakasih Penjual dan Lazada & juga pengirimnya,5
"barangny sudah sampe semoga awet dan pengiriman cmn 2 harii,,  good ",5
"mantap gan...langsung bs ngebul...
",5
gaada liquid nya :(,5
"Lama bangettt cokk brng nyh sampai
Toko bngst",5
yg prtma order.. rsk.. blm tao yg k 2 ini,5
"Mantap,, fast respon,, kmrn order,, hr ini sampe",5
Barang nyaa bagus packingnya bagus cuma yg saya kecewai adalah bosnya rembes,3
"sesuai harga.. moga awett..trimz 
",5
mantull bosku,5
kecewa barang gabisa d pake gajalan,5
barang sudah di terima dan lumayan lah,5
bagus barang tapi ,2
barang nya rusak g bisa d pakai.sy menyesal beli d sini.yg jual g punya otak,1
"barang KW di jual...
harusnya ada dong didiskripsinya.
pokonya gk ada rekomendet dehhhh😑😑😑😑
",1
cakep bang brang nya maksih ni tk y rekomended banget ,5
bagus meskipun clon,5
jelek bangat cateridge nya rusak gak bisa dipake beli pake duit ini bukn pake daun,1
manntuullll dahhhhh...  lahhh.. pertahankan,5
fast respon,5
barang ga Yala jangan d jual dong,5
barang sudah keterima cocok dengan pesanan,4
"kabel charge bukan bawaan
",2
packing rapih rekomended banget pengiriman juga sangat cepat.kayanya bakal jadi langganan😁,5
"Pengiriman gilee cepet bgt.. Barang berfungsi dengan baik, top deh jadi langganan",5
"enemy goodlike 
",5
barang sudah mendarat dengan aman dan sesuai pesanan mantab,5
Barang udah sampai dalam keadaan bagus tp proses pengirimannya terlalu lama,5
cathridge nya ada yg rusak ada yg engga,2
"Barang cepat sampai, kondisi ajib, packing rapih aman. Pkonya recommed seller deh. Makasih",5
"udh langganan, gak pernah kecewa ... suksess say",5
makasih banyak,5
pengiriman Super cepetttt,5
"Vape nya bagus, cuma dikirimnya warna putih lumayanlah",5
"Barang sudah sampai,bagus recomend
Mksh ",5
good,5
mantull,5
lumayan,5
mayan,3
"Mayan
",4
bgs top,5
mantap..,5
