review,rating
maaf baru kasih ulasan:)barang nya bagus sesuai gambar dan pengirimanya jga cepat.terimakasih lazada,5
"Alhamdulilah say barang dh sampe,, pengiriman cepat walau kurir sampe ku gak dirumah karna berpikir hujan banjir dimna2 tapi alhamdulilah barang dh sampai ke tangan..  Puas belanja disini next time belanja disini lagi... ",5
Mengecewakan jahitannya ga rapih.,2
alhmdulillah paket udah sampe barang bagus ,5
ok,5
brang bagus sesuai gambar,5
Real pict 👍😊,5
Mantapp barang bagusss sesuai dengan gambaar🥰🥰,5
"produk original, pengiriman cepat respon penjual sangat baik, terimakasi lazada",5
mantabbbbbbb👍👍👍👍👍,5
"brg nya bagus
pengiriman cepat",5
Barangnya ok datengnya cepet pokoknya bagusss,5
bagus barang nya. makasih lazada,4
barangnya cepat sampai keren.,5
top markotop pkok'a lazada.,5
Alhamdulillah bagus dan cepat pengiriman nya☺️,5
barangnya bagus realpict kurirnya ramahh dan responnya cepat..sukses selalu..terimakasih lazada,5
mantul,5
