review,rating
"tasnya sih bagus sesuai sama harga 😍👍 cuman sayang pengirimannya agak lama, tp gpp cukup memuaskan kok 😊",5
trimakasih barang sudah sampai,5
🥰pket nya sudah nyampe,5
Pengirimannya cepat sekali...dan tasnya bisa buat main...heheheh..Terima Kasih...,5
tas nya bagus saya suka,5
"baru sempet kasih ulasan , tasnya bagus dgn harganya segitu makasih lazada dan Abang kurir udah kangganan",5
iiiiiiccchhhh kerren banget tas nya realpict banget aku kira harga segitu dapat apaa gitu yaaa..eeecchhh ternyata gokil banget tas nya bener2 bagus bingittttt..bakal langganan nich..sukses tyuz pkok nya buat toko nyaaa..makasi LAZADA,5
tasnya bagus tpi sayang digambar ada bonekanya pas dateng nggk ada bonekanya:) tapi gpp lah,5
"sukaa ,baguss sesuai realpict",5
bagus banget,5
"Barang nya bagus tapi ga ada gantungan nya,, kirain ada tapi ga papa 🙂🙂",4
pesanan ke 2 bagus,5
tas Nya Bagus Sesuai Juga Makasih Lazada,1
barangnya mantul mksih sukses trus,5
bilangnya ada gantungan kunci.. nyatanya gak ada tuh..  gak bener,2
"tas nya sesuai gambar, saya suka saya sukaaaa",5
barang ok realpick dan kurir'ya ramah dan sopan,5
asli keren bgt dgn harga sgtu mah..😍😍,5
Makasih tas nya bagus,5
barang nya bagus terimkasih lazada,5
"tas nya bgus cuma di gambar nya da gantungan boneka nya pas datang gk da

",5
kurang gantelan jdi agak kurg menarik,3
"Maaf baru kasih ulasan , barang ist oke lah sesuai gambar , pertahankan terus buat tokonya selalu amanah yh .",5
Tas nya bagus kk tpi syng punya Q gk ad boneka nya ,5
bagus real pict,5
Mantul,5
👍🏻,5
bagus,5
good lahh,4
ok😍,5
kecewa tali tas nya kejait jadi susah 🙁🙁,2
Alhamdulillah bagus cust aku suka . terimakasih banyak ♥️,5
 Barang  bagus  👍👍👍👍👍👍,5
"Barang dah sampe,,, terimakasih lazada & bang kurir yg baik hati... Imut banget tasnya",4
sangat memuaskan ,4
Bagus ,5
"bagus
",5
