review,rating
"😍😍😍😍😍bgus,dtng sesuai harapan warna yg aku pingin☺tanks lazada,abang kurirnya juga.👍👍👍👍",5
"mkch lazada,brang nya sesuai pesanan tpi syg krang gede",5
baju nya real pict.bagus bnget.seller juga ramah.makasi lazada.😍,5
"barang udah dateng lumayan bagus sesuai dng harga tp jahitannya kurang rapi msh banyak benang yang lom d bersihin,kurirnya baik ramah lg,",5
bajunya lumayan untuk harga segitu,5
barang sesuai ... 👍👍,4
"ternyata kecil ukurannya,muat di anak smp.😂",3
"Barang sesuai lh dg harga, rodo tipis,,,,
Ok lh untuk harga segitu,,,,",5
bajunya bagus.tpi sayAng bnyk benang yg blum d sortir.trimkasih lazada dan om kurirnyA.,5
alhmdulilah sesuai pesenan mkasih lazada.sm kurir nya jg udh langganan ramah lagi ,5
"makasiih bangett, bajunyaa baguss 😍😍",5
thanks buat toko dan lazada 😊 ba,5
bagus bahannya,5
memuaskan,5
bagus bgt,5
bagus bnget😍😍,5
bgus👍,5
