review,rating
"Barang dah sampe,,baru kasih ulasan,sesuai lahh sama gambar dengan harga segitu,makasih lazada makasih jg buat kurir nya👍",5
"maaf baru kasi ulasan, pkokx gak kapok2 deh belanja d lazada .. semoga lazada sama tokonya tetap amanah yah .. kurirx juga baik😊",5
lumayan sesuai harga,5
"Udah q terima tapi tipis bahan.y, q kira sama dg jas""  yg tebal bahan.y",5
mantabbb jas nya ,5
"packingnya rapi ,brgnya sesuai pesanan
",5
kecewa ga sama ama yg di pesen,5
real pikc pacar ku syuka😍,5
Kualitasnya standar,3
"joss markojos
",5
"lumayan lah, sesuai harga",5
"Bagus kurir ramah , beli jas disini aja 🤗",5
"thanks,, paketan udah sampai, dan sesuai sama ftonxa,, puas dgn pelayanannya
",5
lumayan... lah,5
barang sesuai pesanan... ,5
Bagusss,5
mantab,5
