review,rating
kereen dan mantap...,5
koko ny bgus suami q suka gk kecewa dh,5
"Alhamdulillah bajunya bagus suamiku suka , Syukron seller dan lazada ",5
"lumayan bagus, tapi agak tipis",5
Bhnnya tipis tpi adem....lumayanlah....,5
"paketnya da sampek sesuai dgn harapan, pokoknya puas lah nanti mau order lg",5
"Sudah pengiriman lama banget, ukurannya juga yg dtg bukan xl tapi itumah ukuran buat L ga kepake sama sekali. Terus klo warnanya gak ada coba feedback resellernya cepet dong... pokoknya kecewa bgt. Maaf ya...",1
"Alhamdulillah paketnya dah keterima...
Pengiriman yg sangat cepat...
Trimakasih shopee...
Maju teruuus...",5
"alhamdulillah paket nya udah sampe, tpi sayang ukuran xl, kaya ukuran L jadi gak masuk...
tpi tak apa aku kasih ade ipar aja...",5
yeeeeh pket dch dtng .mkasih buat abang kurir ny yg udh langganan ..sukses terus wat lazada,4
Barangnya bagus dan kulitnya sangat ramah,5
realpict tp bhannya tpis😭,5
"Bahan ny tipis
",2
"bajunya bagus
",5
baju nya bgus,5
barangnya aman,4
"sangat puas pokoknya sma baju nya,👍👍👍👍",5
bagus bajunya,5
"Bahan tipis, pengiriman cepat",3
tdk sesuai yg di gambar. soal warna n kain tipis.,3
Bagunya bagus😘 realpict pokoknya saya puas ,5
selaluu puas belanja di snowshop top markotop,5
bajunya bagus,5
"alhamdulillah cukup bagus, tp dikira kainnya tebal rupanya tipis",4
bahan nya tipis kecewa jadi ny,5
mantap sesuai pesanan makasi lazada sukses terus,5
kokonya bagus banget bahan adem top markotop lah snowshop,5
Bagus dg harga segitu..sy pikir ukuran XL besar ternyata pres body..dipake anakku pas body..,4
bahan y bagus lembut sesuai dngn hrg sgitu ..mkasih ,5
kokonya ga jumbo.. kekecilan d suami saya . di keteknya seret,3
bagus,5
cakep,5
