review,rating
kecewa timbangannya ga akurat dan bnyak yg lecet kayak dah bekas di pake...pesan sy KL yg mesan barang tolong di cek kembali barngnya bagus apa ngaknya lecet apa masih mulus karna kita membeli bukan minta-minta...biar pelanggan ga kecewa...,2
"brg sudah sampe, abg kurir nya makasi ya.  utk seller... kedepan nya seblom di kirim harap di periksa terlebih dahulu. ada pecah dikit untung hanya di bibir bowl nya. thanks",5
"tks lazada psenan sudah sampai tanpa cacat sedikit pun,sukses trus buat lazada,kurir langganan sabar lgi👍👍👍",5
barang sdh saya terima hari ini packingnya bagus dibungkus dg buble wrap sehingga aman barang berfungsi dg baik terima kasih seller saya suka terima kasih lazada dan pak kurir👍👍😍,5
walaupun agak telat datangnya.. tp puas dengan barangnya... semoga awet...,5
recomended banget deh ,5
"barang bagus.sesuai gambar.mantapppp.
buat abang kurir nya maksih ya.😀",5
bagus packing rapi good job lazada,5
ga ada talenanya but its ok deh gpp lain kali yang amanah ya,3
barangnya udah nyampe bagus banget timbangan digital nya jalan😍 makasih kaa,5
"Terima kasih barangnya berfungsi dengan baik
👍👍👍👍",5
asli ini bagus kok barangnya trs juga gampang pemakaiannya  ,5
Smoga awet. Thanks ,4
"trima nya bgus. 
tapi di kasih beban knp angka nya ga brubah ya. ",1
"real pict,berfungsi dengan baik  paking juga sangat rapih,thanks Lazada,puas belnja ditoko ini",5
mantap. harga murah tpi tidak murahan. pengiriman y jga cpt,5
"baru mendarat td , lucu banget mini tp oke😍",5
produk bagusss original...,5
"alhamdulilah datang dengan selamat,,,kurir ramah",4
"Thanks to Lazada and the seller, the cute little electronic kitchen scale has arrived and is the perfect packaging. Couriers are also friendly. appropriate and recommended. 🙏🙏🙏 
oh yeah thanks the battery bonus 👍👍👍",5
"barang nya bagus, real pict  sudah di coba berfungsi dengann baik, tokonya amanah,  kurirnya juga baik, terimakasih lazada",5
mksih lazada brg sdh smpe sesuai pesanan brg tdk ada yg rusak langsung sy cek normal angka digitx berfungsi 👍🏿👍🏿👍🏿,5
bagus . . barang oke gak rusak . . mungil . . pengiriman super cepat . . pengemasan aman . . top deh pokoknya . . trima kasih seller 🙏🙏🙏🙏🙏,5
"ini timbangan aj datengnya, di keterangannya + mangkok. mau nanya, koq timbangan aj datengnya, mangkoknya mana kak???? mana sy beli 2 lagi buat pesanan org. tolong dipertanggung jawabkan donk seller. ",2
paket sudah saya terima dengan senang hati makasih lazada dan tokonya semoga sukses selalu ga banyak komentar lagih deh pokoknya mantap 👍 layak dapat bintang lima ⭐⭐⭐⭐⭐ oke,5
"mohon maaf telat memberikan ulasan, ahamdulillah sampainya barang bdikemas dengan baik rapi, dan barang berfungsi dengan baik, karena sudah di gunakan",5
"sayang sekali packing nya kurang rapi ,pas sampai penyok2, cuman pakai plastik ,gak di bungkus kardus dlu , untung dlm nya masih bagus , lain kali di perhatikan ya packingan nya, aplgi saya pesan ke kalimantan, selanjut nya moga berkah aja toko nya ,makasih 🙏",5
"alhmdulillah barang sdh sampe dg baik tanpa cacat,,sesuai estimasi pengiriman nya,,makasih seller timbangan berfungsi dengan baik di kasih gratis baterainya lg,, smoga semakin berkah n maju,,aamiin yra",5
"barangbya sdh tiba,  berfungsi baik dan proses pengirimannya jg cepat.  sangat memuaskan.  terima kasih Lazada",5
"alhamdullillah timbangannya dah smpe, timbangannya BS digunakan tombolnya on off nya terlalu imut 😄😄",5
paking rapi. dn aman di bungkus buble wrap..berfungsi dgn baik ..ada batery ny jd bs langsung dii coba..respon seller cpt dn baik..trm kasih seller dn ms kurir 👍,5
"barang bagus, bisa dipake, tp agak retak dikit pd mangkoknya, tp gpp yg penting msh bs digunakan. tks lazada, tks seller, tks kurir",5
alhamdulilah paketan nya udah sampai dan tidak ada ada yg cacat awal nya ragu sh tp sangat memuaskan dgn barang ini,5
"paketnya udah nyampe dengan selamat,  bekerja dengan baik terimah kasih lazada, kurir yang selalu ramah. ",5
terima kasih kak tp lain kalo kirimpacking timbangan ya jgn yg rusak ya ,5
alhmdulillahh Reall pictt👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘Top BGTTTTTT,5
Timbangan dan blender tangannya sudah diterima dengan baik... Tanpa ada lecet.. Packingnya juga rapih... Thanks,5
"mantul sih tp timbangannya agak eror x ya kelebihan 10 gram.. sudah ber x x d uji coba 
jd gk fix gt nimbangnya
ya sudahlah d sesuaikan
trima kasihh",5
"Terima ksh, brng dh sy terima, bgs brpungsi dng baik, mdh2an awet dipakai ada bonus baterai nya jg, paking rapi gk ada yang cacat, pengiraman nya cepat, psen hari selasa hari Kamis udh nyampe, makasih kurir yg dh nganterin pket sy, pokok nya 👍👍👍👍👍👍 pertahanin lazada biar bnyk pelanggan",5
maaf terlambat. timbangan bagus dan berfungsi dgn baik. puji Tuhan dgn adanya timbangan ini saya bisa bikin kue ,5
"mksih barangnya sesuai pesanan, Bagus, cuman maaf aku kasih Bintang dua karena lamaaa banget nunggu barangnya, mudah mudahan kedepannya bisa lebih ditingkatkan pelayanannya, thanks lazada",2
Brng sesuai dn diterima dlm. Keadaan baik dan cepat. Mntab lazada 👍👍👍👍👍,5
mudah2n awet dan bener..soalnya blm d coba,5
makasih ... cepet sampai nya🙏,5
kurang pas wadahnya ke alat ..dan angka di alat timbang gak menyala,5
mengecewakan timbangan nya gk jalan mohon pertangung jawaban nya,5
toko ramah..bli 3 biat jual..langsung d bungkus..satu2..mkshnyan kak,5
bagus trimakasih seler,5
"timbanganya ok 
imut lg 
",5
"mini bgt timbangan ny..tp bagus lah dengan harga segitu
",5
sesuai dengan pesanan,5
Alhamdulillah baguuusss. harganya terjangkau,5
alhamdulilah paket dah nyampe...barang berfungsi dengan baik.makasih lazada,5
"timbangan bagus sesuai gambar,ga nyesel belanja di toko ini😍",5
timbangannya berfungsi ininorderan yg k2 makaaih seler lazada pengiriman cepet bgt,5
sudah mendarat dngan selamat..cpet pula..trimakasih🙏🙏😃,5
bagus langsung ada yang beli .sekarang langsung order lagi semoga bagus lagi,5
"timbangannya dah mendarat,maaf baru kasih ulasan,timbangannya bagus tapi mungil banget🥰",5
Real pict. Terimakasih reseller n lazada.,5
"miring , sama timbangan error gimana ini?",1
"angka nya gak gerak, gak berfungsi🚭",2
barangnya oke bangett👍 n cepet nyampe nya👍,5
timbangannya sudah sampai dn berfungsi dngn baik.trimaksih untuk seler dn lazada,5
"barang sudah sampai, alhamdulillah berfungsi dengan baik",5
cpt nyampe nya kemasan sgt rapih kurir ny sgt ramah mksh byk y smoga awet timbangannya,4
barang bagus cepet sampainya🤗,5
"packing aman, barang ok. pengiriman cepat.. 
untuk abang kurirnya ramah topp bgt. terimakasihlazada",5
