review,rating
"WANG TONG DITERIMA DGN BAIK, SEMOGA KHASIAT MANJUR BUAT SAKIT PINGGANG TEMAN SAYA, 
PADA AWAL DIKASIH TAHU TEMAN TENTANG WAN TONG ",5
good,5
Memuaskan smoga berkah,5
👍👍👍👍👍👍👍👍👍👍👍,5
Mantap Jamu Wantong Nya Bikin Badan Enteng,5
barang mendarat dengan baik makasih lazada kerir ramah sopan,5
barang nya sesuai....makasi lazada gak pernah nyesel poko nya brlanja d lazada😍😘,5
ok sesuai psanan TKS ,5
paket jamu wantong sudah sampai thanks lazada,5
kemasan rapih dan oke banget....siap berlangganan kembali ,5
makasihh jamu nya bgs amanahhh kshh lajada,5
mksih bos dah nyampai,5
mantul ,5
mantap gan,5
