review,rating
barang bagus...,5
"baguuuusss real pict bgt...... lebar juga,, cocok buat aku yg baru belajar gendong bayi paakai jarik yg kekinian ☺️",5
"Alhamdulillah 😇😇 syudah datang,packingan rapi,langsung di pakek dan bahannya tebal.mudah2an habis dicuci tidak licin (semoga tetap amanah nggh)",4
"pengiriman cepat, barang realpict dan gak licin serta panjang dan lebar pula.... suka pokoknya.. Gak nyesel beli di toko ini pokoknya recomended.",5
"alhamdulillah barang bagus banget, melebihi ekspetasi kuuu.. bahannya halus banget baru dateng aja udh halus setelah dicuci makin lemes halus banget suka.. jadi stylish pake gendongnya ini👍 thanks seller and lazada!",5
Sesuai dengan yang di harapkan 👍,5
ini juga Oke bgt gambar cerah lucuuu,5
bagus....sampeknya cepet,5
lucu 😀😀 kainnya halus pengirimannya tepat waktu,5
👍🏼,5
👍👌,5
mantapppppp bosque,5
"Bahan bagus pngiriman gak molor 
Nice dehhh 🤗🤗",5
"panjang ,gede ,,,bagus",5
Sippp sampai dengan baik,5
barang nya sangat memuaskan,5
Sesuai pesanan..Peking rapih..kurir langganan terimakasih lazada,5
ok,5
