review,rating
Real pict pengiriman cepat tetap pertahankan kk thank you,5
"bajunya bagus bahanya adem, smg ada byk lagi motifnya biar bisa order lg",5
"pesen kemeja ukuran L dikirim ukuran XL 
",5
"bagus banget tokonya amanah,😍😍 kalian harus beli disini",5
sesuai harapan,5
barang sfh diterima bahan dan jaitan bgs terimakasih,5
"bajunya sesuai pesanan.
👍👍
toko nya amanah",5
siiipppp👍👍👍👍👍,5
Sangat bagus walaupun bahan agak tipis,5
Barang nya mantep sesuai sama keinginan,5
"biarkn bintang yg brsinar 
mantull ",5
mkch ... pesen di toko ini selalu puas seler nya ramah bnggt amanah lagi ... kurir terbaik langganan..mkch lazada ..,5
"barang baguuuuuuuuus suamiku sukaaaaaaaa, sesuai gambar. realpick bangeeeeeeet

",5
barang bagus cm pengiriman agk lambat ,5
mantap kemeja nya😊👌👍,5
real pict mkasiiihh,5
paketnya uda dateng bagus bajunya makasih yaa,5
cocok,5
okelaahhh..tak mengecewakan,5
barang sangat memuaskan...bahan bagus..cuma pengiriman nya lambat...,5
Mantul,5
"mantapp....
",5
Mantap lh baju nya mksih lazada,5
Hem nya sesuai ,5
terima kasih kk paketnya sudah datang dan pengiriman cepat packing rapih mantul pokoknya 👍,5
bagus puas pokonya,5
bagus banget,5
"barang sesuai kuril baik
",5
Keren ..realpict semua ...sesuai dgn harga ...cucok ...thank lazada👍👍👌,5
toko langganan nih.. baju nya bagus2,5
"Bagus bajunya,tapi agak besar sama anaku",5
realpict bagus sesuai dengan yang digambar pengiriman cepat pokokya mntull,5
Bajunya bagus 👍,5
"baguus, cukup puasa",5
bajunya bagus makasi reseleerr amanah bangett ,5
"mantap barangnya, ga ngecewain",5
Sangat Puas ,5
"trimakasih alzada barang mantap,trimakasih kurir na ramah,,pokonya top saya kasih bintang 5",5
"bajux real pict,,bahanx jg tebel..
ok lah recomended",5
"mantap,gk bakal kecewa,sesuai pesana barangnya pun bagus.nice makasih banyak",5
selalu amanah...dan tdk mengecewakan,5
bahannya baguss sayaaa sukaaa cumaa agak tipiss ajaa sejauh ituu tidak mengecewakan,5
"bahan bagus sesuai ama pesanan
",5
bagus sesuai gambar..🙎‍♀🙎‍♀,5
"lumayan bagus, saya pikir kainnya tebal ternyata tipis",3
"mantap sesuai sma yg ada pda gambar maksih buat Lazada, sma kurirnya uga aku ucapin mksih, smoga sukses selalu,,,🙏🙏🙏👍",5
👍👍👍👍👍,5
realpict😍,5
ok juga,5
bagus,5
mantap deh baju nya sesuai keinginan terimakasih lazada...,4
Lumayan lah untuk harga segitu dan motif jg d krim beda😒,3
lumayan utk harga segitu.. meskipun telat ,4
kecewa baju gak sesuai motif ,2
"kata ny warna ny biru dongker ko hitam sh,  kecewa ih",3
bagussssssss,4
"kainya tipis  ..tapi lumayan lh dgn harga yg segitu 
kurirnya jg ramah banget ...mksh lazada",5
bngsat aku minta wrna navi di kirimnya hitam.  tadinya mau buat langganan gagal gak jdi,5
bagus saya suka,4
bajunya bagus.. bahanya tebal ,4
mantap..,5
baring OK ,4
