review,rating
"barang sdh smpai sesuai estimasi tp bahan agak tipis,,,lumayan sesuailah dgn harga segitu,,tuk abng kurir dn lazada mksih...",3
"kain lembut, tebal, sesuai dengan harga.. nyaman di pakai saat pakai flat shoes.. tx lazada & Reli_47",5
"bahan ny tipis, mungkin krn hrga ny murah kali ya. ukuran kecil jd di kaki pas bgtt.. kurir ramah. thanks",5
"real pic, suka banget 😊",5
cute bahan jg lembut nxt order sini lagi dehhh😄,5
"lucu sangat kaos kaki nya, lembut, dan nyaman💜",5
okeh poko nya,5
"barangnya memuaskan, thanks LAZADA. ",4
bagus banget barang nyah puwass lah ,5
Bagusss 👍,5
kecil bgt,4
👍👍👍,5
