review,rating
"Barang nya bagus, Realpict jugaa😍
Tapi pas pengiriman ada gangguan gitu:( tapi alhmdulillah barang diterima dengan selamat:) 
Ttep jaga kualitas barang nya kaka😘 langganan gini mah😍",5
"trimakasi ya kak barang nya sudah sampai dengan baik tanpa lecet, celananya juga ngga ngecewain pokok nya seneng deh belanja disini🤗, trimakasi kak🤗",5
"vraiment bien, mais il y a ceux qui n'ont pas cousu, pourquoi ne peuvent-ils pas le gérer, mais c'est vraiment bien, l'expédition est rapide merci",5
alhamdulillah paket udah sampe dengan cepat tapi maaf paket nya kekecilan mau nya minta tukar dengan paket ukuran XL bisa ngga yah plisss.,3
makasih lazada makasih seller barang udah sampe sukkaa banget real pict bahan bagus jaitan bagus oke punya bakalan jadi langganan nih tetap di pertahankan yah kak kualitas nya 🤗🤗😊😊😊 abang kurir nya juga biasa langganan,5
saya sanggat ke cewa pesen nya ukuran XL yang dateng ukuran L gimana sih,5
pesan warna apaa datengnya warna apaa,1
"alkhmdllah paket sudh sampe, tpi sedikit kecewa pesen nya armi eh yg dateng wrna caramel. ",5
"barang okeee, itu pesenan temenku gatau sihh muat apa engga, tapi yang waktu aku pesen hari itu lumayan lahh barang tebel bagus Dann packing juga rapihhh❤️",5
pesanan nya udah sampe makasih lazada makasih seller super tercepat pelayanan nya kemarin pesen sekrng udah sampe lagi untuk kedua kalinya gak ngecewa'in the bast banget sesuai pesanan barang oke 😘😘😍😍😍,5
"alhamdulillah paket sudh sy trima, celanany bagus tp agk ngfres kurang sdkit longgar lg pdhl biasa pke uk L, tp gpp ws mudah²an stlh dcuci bs melaran🤭 trimakasih bwt bang kurirny n sellerny🙏",5
"paketnya udah nyampei.,, aku suka sekali celananya bguss bgat pkoknya ngak nyesel lah aku suka bgt yg dasarnya kyk gini ,, bgus bguss bguss bgt lah 😍😍😍",5
Makasih celanax udah nyampe pas banget sama saya warnanya dan ukurannya  juga cocok the best lah next order lagi dah ,5
"Alhamdulillah paketnya udah sampai barang di terima juga dengan keadaan masih bagus da ke keep dengan benar dan soal bahannya bagus dan adem juga, pas juga ga terlalu kecil ataupun kegedean lalu pengiriman juga cepet dan kurir ya juga baik kok ramah juga. terimakasih ",5
"kedua kalinya order disini, puas banget❤️
seller ramah pengiriman juga cepet, orderan sesuai, next pasti order disini lagiii❤️🤗",5
"real pict kaka mkasih... 
tapi kok ukuran XL kya L  tpi gapapa bahan nya super halus bagus bgttt🖤 
next order disini aja amanah 👍",4
celananya sudah saya terima.Bahannya bagus dan tebal terus sesuai pesanan pula😍😍 tapi masih banyak benang yang belum di gunting tapi gak papa kok itu bisa saya benerin sendiri... makasihhhh😍😍,5
paket sudah datang ukuran XL nyah kirain XL gede jadi celana nyah ngatung tpi gpp deh bahannyah bagus ga trlalu tipis ,5
"pesanan sudah sampai,pas di buka sesuai pesanan,respon baik,tetap amanah ya. tapi sayang aku salah ukuran pas dicoba ngatung tapi gapapa ko .
 nnti next order lagii.. bahannya bagus aku sukaa.. makasih seller dan lazada🤗",5
Warna sesuai pesanan hitam & nude. Seller ramah sekali. Pengiriman cepet & Kurir ramah. Thanks lazada,5
"packing rapih,kurir langganan,bahannya bagus bngt suka sesuai pesanan UK M ternyata gede ya😁makasih lazada",5
alhamdulillah paket ny sudah dtang ngga lama lagi realpict banget thanks lazada ga kecewa dah psen disni❤🤗,5
