review,rating
"udh lama sampai tapi baru sempet testi,  perfect, kurir nya ramah alhamdulillah, the best ga boong srius,  terpercaya, aman",5
"ok mantep,😘😘",5
"Barang sdh sy terima, smoga brfungsi dgn baik... Trimakasih lazada dan kurir langganan. ",5
Sesuai pesenan barang bagus terimakasih lazada,5
"Thanks ya GRANDJAYA STORE N LAZADA, puas banget berbelanja di sini",5
"bagus sesuai gambar smga awet,,  makasih LAZADA",5
"Paketx dh tiba, mantap.. 👍👍👍",5
"barang diterima dengan bagus ,bisa digunakan smoga awet😍",5
"kren bgt maaf bru sempet kasih ulasan  sesuai spt di gmbr dn jg sesuai pesanan wrna putih casnya jg dpt mksih lazada kurirnya jg baik ramah  g nyesel beli di lazada 
",5
maap ya baru gasih ulasan alhamdulilah danggat pus barangya bagus ,5
bagus. berfungsi baik tidak rusak real pick ..pokok nya barang nya bagussssss gk nyesel beli di sini ,5
"barang dah sampai .. bagus dah dicoba. ..pelapak the best, ",4
"sorry telat..pokok nya Bintang 5 deh
",5
mantap real picture ❤️,5
"barang sesuai, kurir ramah dan barang sangat bagus..terima kasih lazada tidak mengecewakan",5
"paket y udah sampai dan hasil y sangat memuaskan,,semoga toko y tetap amanah",5
"sangat kecewa, kardus rusak, air keluar kcil gk bsa dipakai ",5
BRG nya bgus sesuai keinginan,5
BRG bgus mantap dan sy suka ,5
"bagus, dah langsung pakai",5
"barang sesuai dgn pesanan
",5
"okeh barang nya bagus banget, maaf baru kasih ulasan, mantul Poko nya ",5
"puas sekali sama pesanan yg ini..  brangnya sesuai dan berfungsi dngan baik
dan kurirnya juga ramah 🙏🙏",5
maaf baru ngasih ulasan barangnya sudah sampai bagus sesuai dengan gambar tidak kecewa dan kurirnya jga ramah baik ,5
"knp ya gk pas sama leher galon nya.. setiap mau minum di pencet pasti keluaran air nya pdhl pasang nya udh benar.. trus air nya kecil bgt keluarnya lambat
",3
paket datang cepat barang bagus thanks LAZADA,5
"bagus,,real pict",5
"lumayan lah,moga awet...",5
Berfungsi dngan baik😘,5
sangat bagus 👍,5
"barangnyabudh nyampe, packingnya juga rapi, kurirnya langganan dan baik",5
mantap terimakasih lazada saya sudah terima  pesanannya ..kurirnya baik ,5
"barang udh keterima,thanks lazada",5
barang sipp sesuai pesan pokoknya kagak kecewa dah ,4
sangat bagusss👍🏻,5
aku fikir barangnya gedean ternyata kecil..tapi lumayan lah semoga aja awet..,5
"barang nya bagus, saya suka😊",5
matap ,5
super mantaaap,5
good bgt,5
bagus,5
barang'y bagus,5
"barang mantap kak... makasih 
",5
bgus mksh lzda,5
"barang sdh diterima,  packingnya rapi dan cepat..
barang tdk kurang dan berfungsi sangat baik ",5
brang sesuai ...mantap pengiriman cpat dan kurirpun ramah. semoga awet,5
"bagus, bekerja dengan baik.",5
barang nya bagus sesuai gambar pengiriman nya juga cepat terimakasih lazada 😊,5
oke packing baik dan bagus,5
bagus barang nya,1
"bgus bnget
",5
mantap,5
ok,5
good,5
bagus,5
"bagus
",5
ok,5
Bagus barang ny dan sesuwai gambar dan pengiriman ny cpat,5
Nice,5
bagus ,5
mantap,5
