review,rating
"paket nya Baru sampai,  packing nya rapih banget sumpah recommend banget .next time order lagi di toko ini 😊",5
real pict 😍🙏 tapi saya sukanya cepet jadi dtng pas tgl 10 rasanya ngepas bgt 😂,4
"barang oke, lumayan lah dgn harga segitu🥰",5
"Selalu memuaskan belanja di toko ini
Barang dtang gk ada lecet sama sekali+ cepet pula dtangnya ",5
"selalu puas belanja di ailin kosmetik,amanah bngt selernya super baik ramah pengiriman cepet,pokoknya seneng jadi pelanggannya❣️sukses terus kedepannya buat toko ailin kosmetik 🤗",5
alhamdulilah paket ku dah sampai dengan baik..aku puas belanja ditoko ini ....makasih seller n lazada ..🙏 n tidak lupa juga sama p kurirnya ....baik n ramah ..makasih p kirir 🙏,5
tmksh lazada paket sesuai gambar semoga cocok🙏🙏🙏,5
"belanja di ailin kosmetik mah happy,semuanya ok👍",5
pesanan saya tidak dikirim ,2
tersegel dengan rapih barangnya dan enak dimuka,5
barang dh nympe tp kurang 1 q kn pesen skin food sama sunnscreen tp knp yg d kirim skin food'a doank sunscreen'a ga d kirim tolong kirim ulang,5
"paketnya datang sesuai perkiraan. semoga cocok dimuka dan bisa berlangganan terus. terimakasih buat tokonya dan lazada,, sukses terus. ",5
bagus realpic👍👍👍,5
"barang sampai,  makasih lazada",5
"belum dipake sih, tapi wanginya enakk",5
Alhamdulillah ... jadi langganan deh ,5
"paket sudah sampe barangnya bagus dan kurirnya ramah 😊makasih lazada
",5
ok,4
semoga aku cocok pake ini biar bisa order lagi😊,5
mayanlh,5
"baguss, peking rapihh.. haturnuhun",5
sesuai pesanan tpi belum di coba,5
mksh brgnya udh smpai,5
recomended banget,5
thanks lazada barang sesuai,5
Bagus makasih ka sesuai pesanan,1
pas dimuka .. keren,5
"mantap pokonamah.. hatur nuhun ka lazada jeung sellerna,",5
maaf telat kasih komen nya . pruduk nya baik kurirnya juga ramah,5
kemasan rapih..,5
"packing.nya rapih 👍
biarpun agk lama pengiriman.nya makasih seller semoga bisa berlangganan.",5
"paket nyaa sesuai dengan yang saya pesan, udh jadi langganan toko ini tu soalnya amanah ❤🙏🏻 ",5
dikemas nya rapih banget pake buble warp thankks seller jadi langganan deh 😍,5
Real pict .. Sukaa,5
"barang sudah di terima, sesuai pesanan, terima kasih.
",5
ok,5
realpict,5
thx,5
Bagus,5
it's ok,5
good,5
