review,rating
mantap sesuai gambar. bisa buat berlangganan ini mh. pertahan kan yg kak kualitas bagus nyh aku suka banget,5
"barang sudah sampai.
pengiriman cepat,bahan bagus nyaman di pakai.

inti nya saya puas.
pokoknya the best👍
makasih lazada",5
mantap bos ku ,5
"mohon maaf kak saya baru tau pesenan sya dtng kemarin di karna kan sya kerja, trus saya cek brng ny knp sobek bagian lengan nya... pengiriman juga agk telat nyampe nya hmpi sminggu lebih...",3
"bagus ,tapi pengiriman nya lama 
kurir ramah:)
soal pengiriman mohon di tingkatkab ",4
bagus barangaya sesuay gamabr dan Cepet Lagi Pengirimanaya Cuma 2 hari Ga Kecewe ponya terima kasih Lazada Terima kasih Kulir,4
"agak kekcilan skit, tp gpp lah",5
"barang bagus seperti gambar ,packing rapi ,kurirnya sangat ramah ,,tapi sayang XL nya kurang besar dikit buat saya ",5
barang,3
realpict banget kaos sama kamejanya jangan pernaa ragu buat brli di toko ink.  makasih banget  👍👍👍👍👍,5
bagus bahannya real pic...cpet pula.,4
"suka banget ama kamejanya
bahan alus & adem enak untuk dipake pokonya 
pengiriman Cepat alhamdulillah 
pesen malem minggu datengnya hari selasa😍😍
Tq

kurirnya udh langganan❤💕",5
yang ini bagus banget baju nya pas banget ukura L nya relvik banget mantp tp mmap g sempet kasih gmbar soal nya baju nya keburu di ambil sm yg punya nya bagus bahan nya lmbt banget,5
"Barang udh nyampe tepat waktu kurirnya udh langganan :))
",5
real pict yaa.. puas..,5
tq lazada.. baju nya dah saya terima. keadaan nya bagus. packing nya akurat. mantap...,5
"Barang ny ok . Tpi kurang pas bahanny untuk harga segitu ... Bgn ny panas ..
Pengiriman by jga cepet . Kurir ny jga udah langganan ..
Control kain ny yah . Biar yg lain gc kecewa sama bahan . Thank",3
"Gara gara covid 19 pengiriman jadi lambat 
    Tpi barang mah top markotop lah.    Mantap sukses terus pertahan kan ",5
"kmeja.y bgus real pict pngriman.y lmyan gk trlalu lama , tpi sya psen M knpa d krim.y L .
klo ksong mhon informsikan dlu y kk ini buat d jual lgi soal.y",4
"gak sesuai gambar, dah lah males padahal udah ngechat minta yg sama dengan gambar tapi yg dikirim malah beda, yaudah lah gpp dah biasa di kecewain hmm:'(
btw saya kasih bintang lima aja gpp, wlwpun dikecewain saya bales kebaikan aja gpp ikhlas ko:)",5
Bagus bajunya,5
"Bagus flanelnyaaa,tp uk L nya kecil ",5
oke walau pun pengiriman lama sampai 2 minggu thank lah ada dan kurir ya. 👌🏻,5
bagus mantull,5
"baju nya bagus, pengiriman cepat kurir Nya jg ramah trima kasih lazada ",4
topmarkotop,5
cuman bintang yg menilay ,4
"mantep lah realpict, pengiriman juga sangat cepat dan begitupun kurirnya😄😁😁",5
Fanelnya bagus real pic cuma kekecilan dikit..tpi gpp deh .makasih seller ,5
Poko nya mah kren ,5
Mantap baju nya bagus real pic pertahan kan makasih seler and lazada mungkin ini bisa jdi langganan,5
baju ny bagus bahan nya lembut pokok ny saya suyyykaaaaa banget,5
mantap real pic,5
barang aga kecewa karena jahitan bagian bawah ga rata,5
Bagus cuma kancing nya doang GK sesuai di gambar TPI lmbyan lah bagus,3
bagus sesuai pesanan,5
barang sudah sampai. tpi aku kecewa. TDK sebagus di gambar. cuma kurir ramah dan sopan,2
"makasih barang dah sampai dan sesuai pesanan
",5
terimakasih paket sudah di terima dengan baik,5
xl nya kecil ga muat di suami..jadi mubazir deh..itu kaya ukuran l,5
mksh brgnya udh nyampek..yaaaa lumayan lah,5
bagus banget realpict ga nyesel 😘😘,5
"Agak kekecilan sih untuk ukuran L
",4
pengiriman lambatttttt. ga kepake di lebaran😭. ga sesuai ekspektasi juga sih d bahan dan warnanya. untun ,3
"barang bagus sesuai pesanan sesuai pic.... tapi sayang kurir yg nganter itu"" mulu orang nya... sikap nya judes ga ada sopan"" nya marah"" mulu coba sih setiap saya belanja di lazada kurir nya jangan yg itu...... barang ok banget bagus banget bahan tebel adem di pake",5
"Untuk badan sangat pas namun agak kecewa di bagian lengan karna kekecilan,tangan saya agak sedikit sakit tapi lumayan untuk harga yg relatif murah dan saya menghargai kurir nya bail)",3
ya lumayan bagus lah sesuai harga,5
barang ya gak sesuai,5
puas dengan kemejanyah adem lembut bahanyah ga kecewa deh pokonyah Abang kulirnyah ramah ok mantap suamiku sukaaa suruh mesen lagi warna lain nyah ,4
"bagus bangun uhh gak nyesell,langsung aku packing lagi lohh buat kado soalnya",5
alhamdulillah relpic banget gc kecewa belnja d toko in sesuai am yg d gmbar,5
barang lumayan bagus tapi datang'a lama bgt ,5
"Barang bagus, mas  yg anter nya juga ramah, mksh lazada",5
keren makasih lazada kurir ramah dah langganan,5
"Makasih kak,barang dah smpai wlaupun lama dtang nya..yg penting puas ",5
lumayan,4
paketnya sudah sampai.. thx lazada.. barangnya bagus kurirnya ramah ,5
🖤🖤,5
thx,5
Mantapp,5
mantap lah,5
Barang ok ,5
😘😘😘😢,5
godd👍👍👍,5
"reel fick
",5
mantap,5
"kekecilan, akhirnya tak kasih adek",4
"oke real pik,tapi yg warna navy size xlnya ko kecil",5
terimakasih saya sangat puas dengan pengiriman lazada atas pesanan saya jaya terus lazada ,5
barang nya ok. sesuai gambar suami ku suka,5
"Pesen ukuran M malah yg datang L ,lain kali lebih teliti,barang emang sesuai harga.",1
Memuaskan banget ga ada kata kecewa ,5
"bagus,  bahan juga halus.  ukuran dah XL..  tp kok masih terasa kekecilan.. iya",5
Sesuai dengan gambar maksih,5
"relpic bahan kurang memuaskan 
pengiriman lama banget ",2
bajunya bagus tp syang ukurannya minta m mlh dikasih L...jd aga gde dikit dech!!,5
Real pict👍👍,5
barang memuaskan,5
top markotop,5
