review,rating
Alhamdulillah barang sudah di terima dan bagus sesuai harganya ... Alhamdulillah seneng bisa nanti buat akad wkwkwk,5
pengiriman cepat kwalitas barang bagus.. saya langsung pesan 1 lagi.. thanks,5
"sesuai gambar .. pengiriman cepet , ngeGas gapake rem 💨💨💨💨💨",5
barang ok mksh lazada,5
"bagus,, real pict",5
Barang sesuai pesanan mantap lah sukses trus buat toko ini?,5
biarkan bintang yg bicara..,5
mantap..cmn agak kekecilan.. Syukron peci nya,5
bgus  lazada sip deh,5
"Alhamdulillah realpict peci nya, maaf ya baru kasih ulasan, makasi lazada, kurirnya ramah and sopan maaf ya fotonya ga jelas kamernya sudah jelek dan jg sinyalnya jelek, aslinya bagus realpict ",5
agak tipis ya,5
"Alhamdulilah,peci nya bagus banget sesui gambar",5
"alhamdulillah kiriman cepat, tp sayang kekecilan pecinya salah pilih ukuran",5
sesuai pesanan makasih kk,5
"oke siska, terima kasih atas chatan y.. toppp",5
peci pesen tingginya no 10.yg dtng no 9.biar teliti donk jualan,5
alhamdulilah udah nyampe gaes kopiah nya bagus sesuai pesan,5
"barang sdh d trma makasi lazada poko nya puas👍👍👍
",5
Bagus sesuai gambar ,5
sangat memuaskan terimakasihh ,5
good job lah ,5
"kekecilan kak. padahal kepala saya sudah saya ukur 56 centi. makanya saya pesan no 6.
",5
makasih lazda barang udah sampe sesuai pesanan,5
makasih kk barangnya bagus dan pengirimannya pun cepat sukses terus lazada,5
Peci bagus dan berkualitas bukan abal2,5
mksi lzada,5
ok,5
mantappppp,5
Oas,5
Kecewa pas buka paketnya ga sesuai pesanan. Pesen no 7 yg datang no 8,2
