review,rating
kulitas produk y mantaaaap ..harga ..ramah ..pengiriman ..klas jin iprit ..anjriit ..👍👍👍👍👍👍👍👍👍,5
"barang bagus banget saya suka trima kasih 
",5
barang mantul..real pict..trims lazada,5
mksh lazada mksh juga bang kurir barang sesuai pesanan👍,5
pengiriman cepat barang bagus pokokknya puas sekali belanja di toko ini mantull...,5
mantap keren korang nya ka,5
thx lazada barag mantul,5
"makasih ya brangny udh smpai
",5
bagus bngeeettttt ,5
mantap korangnya bagus kurirnya ramah makasih lazada,5
barang ya bagus.... pengiriman juga cepat......seler ya juga ramach...... pokonya mantaf,5
jamin mantap,5
korang nya kecil ternyata..di gambar kaya besar..,2
"Barang nya mantul gan, puas bgt sy kl bisa panjangnya tambahkan lg biar lebih joss",5
alhamdulilah barang sudah datang sesuei di foto trimakasih lasada semoga semakin madu aminn,5
Good ***** barang diterima sesuai pesanan. puas belanja di lazada,5
bagus..saya suka.,5
bagus barang nya makasih lazada,5
"ok,gandos",4
