review,rating
Alhamdulillah paketnya suda sampai dengan Selamat lom di coba semoga hasilnya sesuai dengan keinginan makasih seller,5
"maskernya bagus ngakat komedo tapi harus 2x pakai untuk hasil maksimal, respon seller baik.. coba tolong lebih teliti lagi aja agar costumer puas 👌",4
Barang sudah nympe mksi seller dan abng ny,5
"Barang sdh kami terima. semoga sesuai dgn yg di Iklan. blm di coba. thanks
⭐⭐⭐⭐⭐",5
paket dah nyampe. terimakasih 🙏,5
"pasking pun rapih,,,kurir ny ramah",5
Terima kasih barang sesuai pesanan malahan dikasih bonus satu... pesan 5 datang 6.,5
"Maaf ka baru ngasih ulasan soalnya belum di coba,, setelah di pake baru 2 kali hasilnya wauuu benar2 beda lebih kelihatan bersih makasih ka dan LAZADA     dan abang kurirnya jangan bosan aja nganterin paket saya hampir tiap hari",5
Mantepppp bat dh pokonyaaaaa.... Asli bener keangkat komedo w... Baru 3 x pake udh keliatan hasilnya permukaan kulit nya alussss,5
"  sakit bnget klo mau bersihin... 
 tapi habis pakek lumayan lah .. hidung jadi agak halus .. gak banyak komedo .. 
   pengirima. cpet bngett 
",3
". udah dikirim,masak dikirim lagi 😂.. jadi dobel deh barangnya,padalah cuma pesen 1 masker gelatinnya,hari ini dikirim ,besuke lg dikirim
 lg😂
. yg 1 blm tak buka maskernya. ",5
"ga kuat sama bau nya..masa klo Mau make harus nutup idung dulu pake tisu atau kapas,,selebihnya Bagus bgt",5
"paket datang sore kemaren, malam sblm tidur aku pake, hasilnya luar biasa komedo keangkat semua muka pun jadi halus gk berminyak LG, mau pesen LG,, thanks bwt kurir dan reseller,,",5
tenx ini tuh mantul bget.bwt bang kurir mkciw,5
"senang sesuai dengan gambar
",5
barang bagus kurir nya jga ramah mksih pasada,5
"masker ny mantap angkat semua komedo 
.....gak perlu pjang foto biar bintang yg berbicara",5
"order yg kedua,  masih sama
ttp amanah yaa
nnti bli lg",5
txyuolazada masker nya,5
paketnya ud nyampek,5
mantull kak,5
"maskernya keren banget sumpahhh gaboong, ke angkat semua ni komedi di wajah 💞",5
"tdk ada hasil,,🤣🤣🤣",1
"katanya isi nya ada 5 bonus 1 ini ko yang dtng isi 
1 doang ",5
puas... Alhamdulillah,5
Sangat cepat pengirimannya,5
sudah sampai maskernya.. terimaksih,5
"gimana sih,saya pesen 5pcs malah cuman dikirim 1pcs doang,kecewa saya beli disinii",1
"maskerrnyaaa bagusss
terimah kasih lazada
",5
Tepat waktupi belum di coba nih bagus atau tidak nya,5
"barang udah nyampe,udah di coba lahi
 tpi knpa ssudah makai nya muka gatal2🤔🤔🤔🤔",5
"bagus Nex order LG
",5
"barang dah sampe, tp aku sih bln coba, smoga cocok deh,,  mksh lazada....",4
cara   pake ya gimana mba,5
mantab bget.mksih komedo bandel ke angkat.mff baru bikin ulasan,5
masker wajah yg super ampuh bgt,5
"kok dikirim 2x sih .. udh dkirim .. dikirim terus
",5
bagus sich.. tapi blm tahu hasilnya😅😅😅,4
lumayan untuk pemula,4
"Terima kasih..mudah2an setelah pake produk ini plek hitam diwajah bersih..
trm ksh juga buat kurir yg nganternya sopan.",5
barang udah sampe.  tapi sayah blm coba. makasih lazada semoga sukses selalu,5
"belum di coba, tp pengiriman cepat..
dari luar keliatan kya gula pasir.. tp aku blm coba sih.. mudah2.an cocok ya..",5
Alhmdllh brng sudh sampai..,5
Barang uda sampe aku suka kali makasi ya 😍 ,5
barang okee,4
"barang sesuai pesanan, pokoknya jangan ragu beli disini...",5
PS d pake baunya ky tai cicak.ps ud kering ternyata PS d klotok jadinya👍 trima kah lasada,5
Setelah saya pake ini ko kulit saya jadi gatel2 yah terus merah merah lagi🤦,3
terimakasih saya sangat puas ,5
kecewa katanya 5vc ini cuma ada 1vc penipu ,1
Alhamdulillah brang sampai. kurirny ramah poll. semoga saya cocok. terimakasih lazada.,5
oke,4
Bagus... ,5
Mantap,5
bagus,5
bagus,5
:vroot mantap amjick,5
👍👍,5
pengiriman cepat dan reall ,5
Bagus sekali👍👍,5
joss,5
"makasii ka, kualitas barang bagus pengiriman juga cepat dan makasii buat bonus nya ya...",5
"Terimakasih, sangat puas",5
"nice sudah sya terima next order
",5
Masker sampai dengan selamat ,5
barang baguss. makasih lazada,5
"sudah sampai
thanks",5
sangaat mantull tulll. langganan lah.... ,5
Pket udh dateng maksh lazada😍,5
alhamdulillah udh dtng paketnya kurir langganan sampe rumah🤗,5
ampuh banget parahh:)),5
jangan ragu beli di sini masker ya sangat ampuh,5
"Sesuai sama pesanan, pengiriman cepat, poko nya the best",5
paket nya udh datang sesuai pesanan....kurirnya ramah dan sopan terimakasih lazada,5
barang nya bagus,5
barangnya cepat datang,5
"ok lumyan cuma isi y sdkit 

kurir baik
",4
lumayan,5
"masker komedonya oke , pengirimannya cepat, good 👍👍👍👍👍👍",5
Sesuai bngtt,5
mantap,5
Tq good,1
mantap,5
Bagus,5
oke bangt,5
bau bgt,2
bagus,5
👍,5
