review,rating
kecewa gk berpungsi sm sekali dan jg gk ada kabel otg nya lg.poto gk bisa apalagi video jadi kaya mainan bocah.maap.ku buang aja.terima kasih sm yg punya toko ini karna sudah mengecewakan sy.,1
"saya tgl 24 membeli pulpen kamera dan tgl 27 paketnya sdh saya terima, dan tgl 28 saya baru beli kartu memori dan pas saya mau coba gunakan ternyata pulpennya tdk mau menyala,",1
"Barang yg dikirim tidak sesuai gambar BPR 6 alias DOBOL..
melainkan pen usb 2.0 jualnya kaleng-kaleng alias DOBOL",1
sdh kami terima dg baik,5
sdh kami terima dg baik,5
barangnya oke,5
"Yang saya lihat terus apa, kok hitam begini hasilnya?",1
"Barang cepat sampai dan sesuai gambar tapi belum dicoba.
Muda-mudahan bagus 
Terimakasi lazada 
Terimakasi ninja",5
"tidak bisa di gunakan.
",5
"mksih brangx bgus. 
v syng brangx udh d buka duluan. 
",5
"Barang sudah datang,bagus untuk ukuran harga segitu,,",5
Barang cukup bagus,5
paket nya sudah sampai......,5
bisa rekam di memory tpi pas di pndah ke hp kongk kbaca iya vdio ny,5
